"uid","namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","plotID","collectDate","processedDate","laboratoryName","sampleID","sampleCode","biomassID","internalLabID","batchID","testProtocolVersion","freshMass","freezeDryMass","c8To0Concentration","c10To0Concentration","c11To0Concentration","lipid2OH10To0Concentration","c12To0Concentration","c13To0Concentration","lipid2OH12To0Concentration","lipid3OH12To0Concentration","c14To1Concentration","c14To0Concentration","i14To0Concentration","i15To0Concentration","aC15To0Concentration","c15To0Concentration","c15To1Concentration","lipid2OH14To0Concentration","lipid3OH14To0Concentration","i16To0Concentration","cis16To1n9Concentration","c16To1Cis11Concentration","c16To0Concentration","lipid10Methyl16To0Concentration","i17To0Concentration","c17To1Concentration","cyclo17To0Concentration","c17To0Concentration","c17To0AnteisoConcentration","lipid2OH16To0Concentration","lipid10Methyl17To0Concentration","c18To3n6Concentration","cis18To2n912Concentration","cis18To1n9Concentration","trans18To1n9Concentration","trans18To2n912Concentration","c18To3n3Concentration","c18To1n11Concentration","c18To0Concentration","lipid10Methyl18To0Concentration","cyclo19To0Concentration","c19To0Concentration","c19To1Cis10Concentration","c20To4n6Concentration","c20To5n3Concentration","c20To3n6Concentration","c20To2Concentration","c20To1Concentration","c20To3n3Concentration","c20To0Concentration","c21To0Concentration","c22To2Concentration","c22To1n9Concentration","c22To0Concentration","c22To6CisConcentration","c23To0Concentration","c24To1Concentration","c24To0Concentration","totalLipidConcentration","extractionEfficiency","extractEffStdConc","processedBy","reviewedBy","remarks","analysisResultsQF","dataQF","publicationDate"
"7b2b424b-3382-4146-8a81-dc3323f7bab7","MLBS_064.basePlot.bgc","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"MLBS_064",2018-10-09 12:05:00,2019-12-06,"EcoCore_CSU","MLBS_064-M-13.5-3.5-20181009",NA,"MLBS_064-M-13.5-3.5-20181009-BM","B15-73-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.95,1.62,0,0,0,0,0,0,0.96,0,0,0,0,1.59,1.11,0,0,0,0,0.78,0.56,0.57,2.56,0,0.69,0.02,0.3,0.07,0.26,0,1.07,0,2.76,1.27,1.02,0.22,0.09,2.33,2.16,0.92,0,NA,3.16,0.04,0,0,0,0,0,0,NA,0,0,0.09,0,0,0,0.14,24.75,10,9.5,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"b279265e-74ae-4dfe-8154-0fb5b6a6d3d0","MLBS_064.basePlot.bgc","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"MLBS_064",2018-10-09 12:23:00,2019-12-06,"EcoCore_CSU","MLBS_064-O-4-24.5-20181009",NA,"MLBS_064-O-4-24.5-20181009-BM","B15-72-2","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.62,0.3,0,0,0,0,0,0,2.5,0,0,0,0,17.06,5.68,1.19,0,0,1.57,9.4,9.12,7.13,30.06,0,3.08,0.59,4.04,1.25,1.92,0,14.19,0.09,15.43,30.73,0.69,0.16,0.73,19.73,11.54,0.85,2.93,NA,34.61,1.15,0.46,0,0,0.34,0.18,0.22,NA,0,0,2.44,0,0.13,0.6,3.61,235.41,15.56,14.78,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"59430899-31f2-4fd4-89fa-d2c5a45cdc71","MLBS_064.basePlot.bgc","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"MLBS_064",2018-10-09 12:32:00,2019-04-18,"EcoCore_CSU","MLBS_064-M-4-24.5-20181009",NA,"MLBS_064-M-4-24.5-20181009-BM","B7-69","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.69,1.4,0,0,0,0,0,0,1.15,0,0,0.13,0,2.69,1.64,0.25,0,0,0,0.99,2.45,1.15,4.44,0.28,0,0,1.12,0.3,0.7,0,2.11,0,2.14,3.5,1.13,0,0.2,4.81,1.13,0.76,0.21,NA,7.22,0.12,0.19,0,0,0,0,0.02,NA,0,0,0.27,0,0.11,0.21,1.49,42.91,13.65,12.97,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"86dd60d1-5420-4d97-8e3a-b4ce3e80d6de","MLBS_064.basePlot.bgc","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"MLBS_064",2018-10-09 12:43:00,2019-04-18,"EcoCore_CSU","MLBS_064-O-32-27-20181009",NA,"MLBS_064-O-32-27-20181009-BM","B7-66","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.69,0.44,0,0,0,0,0,0,3.38,0,0,0.51,0,12.33,3.58,0.8,0,0,0.98,4.49,11.5,5.58,22.2,0.87,0,0,2.27,1.17,2.97,0,7.44,0,12.73,24.87,4.41,0,0,23.58,4.84,0.56,1,NA,34.57,0.54,0.48,0,0,0.55,0,0.48,NA,0,0,2.25,0,0.53,0.78,4.33,196.58,12.59,11.96,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"71991253-3843-4772-ad72-e6a8030e6283","MLBS_064.basePlot.bgc","D07","MLBS",37.375562,-80.520174,"WGS84",20.28,1177.3,0.3,"MLBS_064",2018-10-09 12:51:00,2019-04-18,"EcoCore_CSU","MLBS_064-M-32-27-20181009",NA,"MLBS_064-M-32-27-20181009-BM","B7-65","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.71,1.36,0,0,0,0,0,0,0.89,0,0,0,0,1.47,0.75,0.02,0,0,0,0.65,1.25,0.57,2.45,0.18,0,0,0.53,0,0.31,0,1.14,0,0.92,1.62,0.99,0,0,2.06,0.74,0.7,0,NA,4.64,0.09,0,0,0,0,0,0,NA,0,0,0,0,0,0.18,0.55,22.67,10.3,9.79,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"c0464627-5aa3-43a2-97d9-dd36654de5ef","MLBS_061.basePlot.bgc","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"MLBS_061",2018-10-09 13:08:00,2019-04-18,"EcoCore_CSU","MLBS_061-O-7-0.5-20181009",NA,"MLBS_061-O-7-0.5-20181009-BM","B7-55","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.62,0.36,0,0,0,0,0,0,3.29,0,0,0.39,0,9.41,4.28,1.06,0,0,1.02,5.27,8.25,5.71,18.07,0.87,0,0,2.15,0.35,3.01,0,7.76,0,13,18.78,3.87,0,0.76,10.79,4.48,0.4,0,NA,28.7,0.66,0.6,0,0,0,0,0.01,NA,0,0,0.53,0,0.39,0.68,2.56,157.08,10.09,9.58,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"ec9f1bab-b209-471d-985a-8b89a803867d","MLBS_061.basePlot.bgc","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"MLBS_061",2018-10-09 13:19:00,2019-04-18,"EcoCore_CSU","MLBS_061-M-7-0.5-20181009",NA,"MLBS_061-M-7-0.5-20181009-BM","B7-58","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.77,1.4,0,0,0,0,0,0,0.44,0,0,0,0,0.86,0.44,0.04,0,0,0,0.34,0.73,0.43,1.56,0.11,0,0,0.17,0,0.17,0,0.69,0,0.86,1.43,0.57,0,0,1.07,0.5,0.28,0,NA,2.3,0.08,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.37,13.45,11.18,10.62,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"c8ec8ebf-652e-4855-b4e0-b35503de1480","MLBS_061.basePlot.bgc","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"MLBS_061",2018-10-09 13:31:00,2019-12-06,"EcoCore_CSU","MLBS_061-O-28-9-20181009",NA,"MLBS_061-O-28-9-20181009-BM","B15-62","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",0.58,0.26,0,0,0,0,0,0,23.35,0,0,0,0,23.73,7.68,0.25,0,0,1.69,12.3,12.11,10.03,35.25,0.32,4.82,0.84,3.96,1.55,3.41,0,0,0,13.83,42.4,1.6,0.47,0,32.22,16.22,0.95,3.16,NA,62.4,0.76,0.02,0,0,0.27,0,0.14,NA,0,0,1.77,0,0.03,0,1.88,319.42,19.9,18.9,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"743d436e-8297-4d81-b4c8-42c33ce37299","MLBS_061.basePlot.bgc","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"MLBS_061",2018-10-09 13:37:00,2019-12-06,"EcoCore_CSU","MLBS_061-M-28-9-20181009",NA,"MLBS_061-M-28-9-20181009-BM","B15-63","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.93,1.44,0,0,0,0,0,0,4.45,0,0,0,0,3.48,1.55,0.1,0,0,0,2.22,1.59,1.32,5.17,0.07,1.17,0.07,0.89,0.36,0.62,0.07,0,0,2.7,4.75,1.37,0.08,0.11,6.49,2.95,0.82,0.58,NA,9.65,0.24,0.18,0,0,0,0,0,NA,0,0,0.15,0,0,0,0.17,53.37,15.27,14.5,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"4233578d-696d-4392-a976-a7b2cf3c6239","MLBS_061.basePlot.bgc","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"MLBS_061",2018-10-09 13:55:00,2019-04-18,"EcoCore_CSU","MLBS_061-O-11.5-33.5-20181009",NA,"MLBS_061-O-11.5-33.5-20181009-BM","B7-53","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.52,0.25,0,0,0,0,0,0,4.98,0,0,0.52,0,18.36,7.64,1.6,0,0,1.51,6.42,15.35,7.21,27.28,1.16,0,0,4.46,0.42,5.57,0,12.05,0,10.67,31.38,5.05,0,1.42,29.13,6.76,1.11,0,NA,49.75,0.82,0,0,0,0,0,0.4,NA,0,0,1.56,0,0,0.92,4.33,257.84,8.33,7.92,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135524Z"
"56da713d-c27b-47b6-950d-23bc97b1d6e2","MLBS_061.basePlot.bgc","D07","MLBS",37.376631,-80.5198,"WGS84",20.14,1169,0.2,"MLBS_061",2018-10-09 14:03:00,2019-12-06,"EcoCore_CSU","MLBS_061-M-11.5-33.5-20181009",NA,"MLBS_061-M-11.5-33.5-20181009-BM","B15-64","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",1.99,1.58,0,0,0,0,0,0,4.4,0,0,0,0,4.15,1.57,0.17,0,0,0,2.87,1.77,1.52,6.86,0.12,1.56,0.11,0.66,0.21,1.05,0,0,0,2.73,7.43,2.71,0,0.15,7.09,3.44,0.59,0.53,NA,15.5,0.04,0,0,0,0,0,0.01,NA,0,0,0.14,0,0,0,0.17,67.57,19.75,18.77,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"0","20200602T135524Z"
"964d6ff0-f6b8-4e4a-ad1f-8fcd9cff3392","MLBS_001.basePlot.bgc","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"MLBS_001",2018-10-09 15:29:00,2019-04-18,"EcoCore_CSU","MLBS_001-O-34.5-16.5-20181009",NA,"MLBS_001-O-34.5-16.5-20181009-BM","B7-20","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.63,0.44,0,0,0,0,0,0,3.91,0,0,0,0,12.24,3.52,0.02,0,0,0,3.62,9.59,4.88,16.42,0,0,0,2.75,0.87,3.02,0,4.87,0,4.51,17.4,4.39,0,0.76,21.73,5.08,0.52,0,NA,38.17,0.73,1.08,0,0,0.67,0,0.07,NA,0,0,0.18,0,0.71,0.76,2.61,165.08,19.88,18.88,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"49bb76cd-6afd-4968-bada-3af4c84eb71b","MLBS_001.basePlot.bgc","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"MLBS_001",2018-10-09 15:35:00,2019-04-18,"EcoCore_CSU","MLBS_001-M-34.5-16.5-20181009",NA,"MLBS_001-M-34.5-16.5-20181009-BM","B7-18","20190418 Set 7","EcoCore_PLFA_SOP_v2",2.38,1.93,0,0,0,0,0,0,1.31,0,0,0,0,2.6,1.32,0.03,0,0,0.15,1.01,2.16,1.07,3.42,0.21,0,0,0.83,0.22,0.59,0,1.58,0,0.8,3.11,1.04,0,0,4.51,0.88,0.51,0,NA,8.6,0.1,0,0,0,0,0,0,NA,0,0,0,0,0.12,0.13,0.48,36.77,18.24,17.33,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"09825f9f-7e7c-4b9c-a139-6627ca87392c","MLBS_001.basePlot.bgc","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"MLBS_001",2018-10-09 15:54:00,2019-04-18,"EcoCore_CSU","MLBS_001-O-14.5-39-20181009",NA,"MLBS_001-O-14.5-39-20181009-BM","B7-19","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.61,0.4,0,0,0,0,0,0,4.17,0,0,0.75,0,15.53,4.67,0.01,0,0,1.58,5.01,9.79,5.5,22.26,0.77,3.39,0,4.27,1.33,3.75,0,6.81,0.75,5.15,19.81,4.18,0,1.04,33.97,5.13,1.39,0,NA,49.33,1.09,1.78,0,0,0.79,0.6,0.24,NA,0,0,1.07,0,1.44,0.85,1.11,219.29,19.64,18.66,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"e0a411bd-8229-471e-b3cc-5b91aed11a34","MLBS_001.basePlot.bgc","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"MLBS_001",2018-10-09 15:59:00,2019-04-18,"EcoCore_CSU","MLBS_001-M-14.5-39-20181009",NA,"MLBS_001-M-14.5-39-20181009-BM","B7-17","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.63,1.33,0,0,0,0,0,0,1.35,0,0,0,0,2.14,1.5,0,0,0,0,0.75,1.97,0.92,3.35,0.19,0,0,0.72,0,0.44,0,1.37,0,1.17,2.23,0.86,0,0.35,5.25,0.79,0.45,0,NA,7.07,0.13,0,0,0,0,0,0,NA,0,0,0,0,0.11,0.21,0.55,33.87,18.5,17.58,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"92d060f1-3969-4a06-bcc7-47dbfb128e08","MLBS_001.basePlot.bgc","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"MLBS_001",2018-10-09 16:10:00,2019-04-18,"EcoCore_CSU","MLBS_001-O-22-36.5-20181009",NA,"MLBS_001-O-22-36.5-20181009-BM","B7-21","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.57,0.37,0,0,0,0,0,0,5.76,0,0,0.89,0,19.11,7.44,0.16,0,0,1.52,6.15,18.45,7.73,28.37,1,0,0,6.29,1.69,5.46,0,9.42,0,7.94,22.31,4.94,0.75,1.32,52.25,5.49,2.44,0,NA,58.22,1.06,0.72,0,0,0.97,0,0.15,NA,0,0,0.39,0,1.38,0.76,4.8,285.35,18.81,17.87,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"018f9c2f-accb-4ddd-96c0-f3270aebc662","MLBS_001.basePlot.bgc","D07","MLBS",37.3607,-80.524992,"WGS84",20.17,1310.9,0.2,"MLBS_001",2018-10-09 16:17:00,2019-04-18,"EcoCore_CSU","MLBS_001-M-22-36.5-20181009",NA,"MLBS_001-M-22-36.5-20181009-BM","B7-16","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.69,1.27,0,0,0,0,0,0,1.63,0,0,0,0,3.32,2.09,0.03,0,0,0,1.31,2.92,1.14,4.22,0.26,0,0,1.19,0,0.6,0,1.88,0,1.34,3.16,1.17,0,0,8.01,1.03,0.55,0,NA,10.15,0.12,0,0,0,0.16,0,0,NA,0,0,0,0,0.16,0,0.38,46.81,13.59,12.92,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"661b6277-aa49-4a50-afc7-78247ca50fb8","MLBS_005.basePlot.bgc","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"MLBS_005",2018-10-09 16:47:00,2019-04-18,"EcoCore_CSU","MLBS_005-O-9-9.5-20181009",NA,"MLBS_005-O-9-9.5-20181009-BM","B7-35","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.49,0.18,0,0,0,0,0,0,6.55,0,0,1.78,0,34.25,14.45,0,0,0,4.29,14.25,23.56,9.09,40.63,2,0,0,7.87,2.37,7.3,0,23.13,1.38,11.05,41.11,7.1,2.19,1.76,30.98,10.07,2.39,0,NA,76.27,2.65,1.74,0,0,1.31,0,0,NA,0,0,1.39,1.08,1.02,1.56,6.16,392.74,18.77,17.83,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"46108881-1bca-44f1-84e7-42722eed6e38","MLBS_005.basePlot.bgc","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"MLBS_005",2018-10-09 16:54:00,2019-04-18,"EcoCore_CSU","MLBS_005-M-9-9.5-20181009",NA,"MLBS_005-M-9-9.5-20181009-BM","B7-37","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.47,1.09,0,0,0,0,0,0.1,1.6,0,0,0,0,3.93,1.63,0.32,0,0,0.4,1.85,3,1.26,5.51,0.32,0,0,0.93,0.32,1.08,0,2.71,0,2.92,5.8,1.32,0,0.39,4.91,1.53,0.18,0,NA,12.97,0.26,0,0,0,0.22,0,0,NA,0,0,0,0,0.15,0.27,0.65,56.53,20.67,19.64,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"6ff7aca9-0300-412c-9f34-9a83dac53132","MLBS_005.basePlot.bgc","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"MLBS_005",2018-10-09 17:12:00,2019-04-18,"EcoCore_CSU","MLBS_005-O-26-6-20181009",NA,"MLBS_005-O-26-6-20181009-BM","B7-36","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.3,0.73,0,0,0,0,0,0.06,2.33,0,0,0.68,0,7.37,2.99,0.42,0,0,0.82,4.1,5.02,2.2,10.3,0.63,0,0,1.78,0.5,1.63,0,5.11,0,3.06,11.4,2.39,0.36,0.38,11.33,2.85,0.44,0.42,NA,28.19,0.52,0.35,0,0,0.41,0,0.07,NA,0,0,0.82,0,0.28,0.53,3.02,112.77,11.87,11.28,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"a30af8d5-3cfe-4514-abed-06885d0d8dae","MLBS_005.basePlot.bgc","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"MLBS_005",2018-10-09 17:15:00,2019-04-18,"EcoCore_CSU","MLBS_005-M-26-6-20181009",NA,"MLBS_005-M-26-6-20181009-BM","B7-39","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.71,1.31,0,0,0,0,0,0.04,1.67,0,0,0.04,0,3.38,1.57,0.16,0,0,0.21,1.61,2.67,1.3,4.52,0.3,0,0,1,0.26,0.8,0,2.39,0,1.31,3.91,1.33,0,0.22,5.51,1.19,0.56,0,NA,13.68,0.13,0,0,0,0,0,0,NA,0,0,0,0,0.15,0.22,0.98,51.15,15.2,14.45,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"3b4aba69-f865-44a5-ba57-65a305a3d191","MLBS_005.basePlot.bgc","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"MLBS_005",2018-10-09 17:35:00,2019-04-18,"EcoCore_CSU","MLBS_005-O-9-39-20181009",NA,"MLBS_005-O-9-39-20181009-BM","B7-34","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.56,0.4,0,0,0,0,0,0,4.34,0,0,0.85,0,14.5,4.77,0,0,0,1.64,5.64,12.37,5.12,20.46,1.1,0,0,3.39,1.52,3.37,0,7.06,0.63,7.47,22.17,4.17,0.67,0.81,29.62,5.24,0.61,1.07,NA,36.78,0.65,0.6,0,0,0,0,0.18,NA,0,0,0.21,0,0.45,0.72,1.04,199.21,19.15,18.19,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"4c8f0c50-b3f1-483c-9685-359f7d8c0bd2","MLBS_005.basePlot.bgc","D07","MLBS",37.363106,-80.521589,"WGS84",20.16,1266.8,0.3,"MLBS_005",2018-10-09 17:38:00,2019-04-18,"EcoCore_CSU","MLBS_005-M-9-39-20181009",NA,"MLBS_005-M-9-39-20181009-BM","B7-38","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.89,1.53,0,0,0,0,0,0.05,1.85,0,0,0,0,3.24,1.62,0.21,0,0,0.33,1.92,3.16,1.57,5.61,0.27,0,0,0.8,0.34,0.85,0,2.16,0,2.02,5.1,1.64,0,0.22,11.59,1.33,0.45,0.43,NA,12.65,0.12,0.14,0,0,0,0,0.05,NA,0,0,0,0,0.15,0.19,0.7,60.77,13.78,13.09,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"20ae01e3-2ad4-4d37-95b1-62642662e372","MLBS_003.basePlot.bgc","D07","MLBS",37.368528,-80.526975,"WGS84",20.15,1223.1,0.3,"MLBS_003",2018-10-09 19:06:00,2019-04-18,"EcoCore_CSU","MLBS_003-O-13.5-34.5-20181009",NA,"MLBS_003-O-13.5-34.5-20181009-BM","B7-31","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.51,0.2,0,0,0,0,0,0,6.73,0,0,1.53,0,44.78,15.07,0.29,0,0,3.31,16.36,18.06,8.37,59.53,2.7,12.46,0,16.7,3.1,9.11,0,25.84,1.38,15.93,47.6,7.41,0,1.42,44.1,12.53,5.42,0,NA,106.55,3.34,1.81,0,0,1,1.42,0.35,NA,0,0,3.45,0,1.56,1.61,8.33,509.15,15.3,14.54,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"5e562110-5e0d-41f0-98b8-fd0f00cdc8ce","MLBS_003.basePlot.bgc","D07","MLBS",37.368528,-80.526975,"WGS84",20.15,1223.1,0.3,"MLBS_003",2018-10-09 19:15:00,2019-12-06,"EcoCore_CSU","MLBS_003-M-13.5-34.5-20181009",NA,"MLBS_003-M-13.5-34.5-20181009-BM","B15-59","20191206 Set 15-2-2","EcoCore_PLFA_SOP_v2",2,1.35,0,0,0,0,0,0,6.63,0,0,0,0,7.84,3.35,0.22,0,0,0,4.3,3.51,1.75,7.31,0.37,2.02,0.16,1.72,0.29,1.45,0.17,0,0,3.99,4.9,0.22,0.01,0.08,7.88,4.06,1.3,0.65,NA,14.91,0.12,0,0,0,0,0,0.01,NA,0.17,0,0.3,0,0,0,0.73,80.44,6.75,6.41,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,"1","20200602T135524Z"
"891ca7a3-2409-44cb-96e9-d9d1c07e4d98","MLBS_003.basePlot.bgc","D07","MLBS",37.368528,-80.526975,"WGS84",20.15,1223.1,0.3,"MLBS_003",2018-10-09 19:28:00,2019-04-18,"EcoCore_CSU","MLBS_003-O-21.5-5.5-20181009",NA,"MLBS_003-O-21.5-5.5-20181009-BM","B7-32","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.55,0.34,0,0,0,0,0,0,4.28,0,0,0.84,0,16.95,5.29,0.07,0,0,1.37,6.78,13.9,4.67,22.88,1.03,0,0,5.11,1.35,3.8,0,9.01,0.82,5.59,18.18,3.66,0,0.89,30.78,4.54,3.27,0,NA,47.21,0.84,0.65,0,0,0.42,0,0.08,NA,0,0,0.8,0,0.79,0.91,4.29,221.03,13.67,12.98,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"5a861ebe-f7dd-4341-a041-6af41eb5e526","MLBS_003.basePlot.bgc","D07","MLBS",37.368528,-80.526975,"WGS84",20.15,1223.1,0.3,"MLBS_003",2018-10-09 19:31:00,2019-04-18,"EcoCore_CSU","MLBS_003-M-21.5-5.5-20181009",NA,"MLBS_003-M-21.5-5.5-20181009-BM","B7-30","20190418 Set 7","EcoCore_PLFA_SOP_v2",1.76,1.4,0,0,0,0,0,0,0.66,0,0,0,0,1.29,0.93,0,0,0,0,0.45,0,0.33,1.26,0.15,0,0,0.28,0,0.25,0,0.72,0,0.43,0.67,0,0,0,1.65,0.42,0.58,0,NA,3.17,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.22,13.45,14.39,13.67,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
"db9815f4-eb1e-4b3c-a344-f46cf41ef946","MLBS_003.basePlot.bgc","D07","MLBS",37.368528,-80.526975,"WGS84",20.15,1223.1,0.3,"MLBS_003",2018-10-09 19:45:00,2019-04-18,"EcoCore_CSU","MLBS_003-O-38-22.5-20181009",NA,"MLBS_003-O-38-22.5-20181009-BM","B7-33","20190418 Set 7","EcoCore_PLFA_SOP_v2",0.51,0.26,0,0,0,0,0,0,7.7,0,0,1.67,0,26.14,8.9,0.22,0,0,2.74,12.87,19.38,6.71,36.72,2.24,0,0,8.97,0.37,8.68,0,15.83,0,10.59,27.16,6.6,1.06,1.35,62.78,7.63,4.98,0,NA,93.05,1.19,0.87,0,0,1.16,0,0.47,NA,0,0,2.15,0.72,1.62,1.31,2.47,386.29,17.02,16.17,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=","c19:0 and c21:0 are spiked internal standards",NA,NA,"20200602T135524Z"
